               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   9,            0.042824,            0.014102,           0.0060253,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0064541,           0.0064541,           0.0064541
                  10,            0.042299,            0.013846,           0.0058389,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059959,           0.0059959,           0.0059959
                  11,            0.041782,            0.013613,           0.0057538,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055377,           0.0055377,           0.0055377
                  12,            0.041302,            0.013382,           0.0055607,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050794,           0.0050794,           0.0050794
                  13,            0.040767,            0.013123,           0.0054626,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046212,           0.0046212,           0.0046212
                  14,            0.040195,             0.01283,           0.0052745,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004163,            0.004163,            0.004163
                  15,            0.039612,             0.01253,           0.0051258,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037047,           0.0037047,           0.0037047
                  16,            0.038968,            0.012189,           0.0050189,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0032465,           0.0032465,           0.0032465
                  17,            0.038281,            0.011822,           0.0048733,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027883,           0.0027883,           0.0027883
                  18,            0.037497,            0.011388,           0.0047047,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00233,             0.00233,             0.00233
                  19,            0.036715,            0.010943,           0.0045194,             0.77104,             0.75144,             0.74808,             0.59377,            0.039566,            0.011543,            0.012349,           0.0018718,           0.0018718,           0.0018718
                   0,            0.073773,            0.022111,             0.04979,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.07116,           0.0030877,           0.0030877
                   1,            0.057327,            0.018228,            0.025712,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.043551,           0.0059015,           0.0059015
                   2,            0.051962,            0.016841,            0.013146,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.015666,           0.0084397,           0.0084397
                   3,            0.049156,            0.015966,           0.0098266,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.008662,            0.008662,            0.008662
