               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  10,            0.049938,            0.033916,            0.011136,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057443,           0.0057443,           0.0057443
                  11,            0.049182,            0.032878,            0.010827,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005317,            0.005317,            0.005317
                  12,            0.048507,            0.031929,            0.010571,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048897,           0.0048897,           0.0048897
                  13,            0.047876,            0.030934,            0.010331,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044624,           0.0044624,           0.0044624
                  14,             0.04727,            0.030013,            0.010121,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040351,           0.0040351,           0.0040351
                  15,             0.04667,             0.02907,           0.0099159,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036078,           0.0036078,           0.0036078
                  16,            0.046074,            0.028129,           0.0097192,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0031805,           0.0031805,           0.0031805
                  17,            0.045522,            0.027163,           0.0095413,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0027532,           0.0027532,           0.0027532
                  18,            0.044966,            0.026228,           0.0093604,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0023259,           0.0023259,           0.0023259
                  19,            0.044412,            0.025281,           0.0091942,             0.78127,             0.81435,             0.80918,             0.60537,            0.047566,            0.036378,            0.015658,           0.0018986,           0.0018986,           0.0018986
                   0,            0.090402,            0.057884,            0.054058,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.069126,            0.003132,            0.003132
                   1,            0.076864,             0.05274,            0.039219,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.037953,           0.0059851,           0.0059851
                   2,            0.073526,            0.050648,            0.027351,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.008385,            0.008385,            0.008385
                   3,            0.068934,            0.047932,            0.019937,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.008385,            0.008385,            0.008385
                   4,            0.065408,            0.045246,            0.015968,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0079724,           0.0079724,           0.0079724
                   5,             0.06322,             0.04331,            0.013866,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0075599,           0.0075599,           0.0075599
                   6,            0.061653,            0.041698,            0.012664,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0071474,           0.0071474,           0.0071474
                   7,            0.060313,            0.040227,            0.011882,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067349,           0.0067349,           0.0067349
                   8,            0.059202,            0.038963,             0.01132,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063224,           0.0063224,           0.0063224
                   9,            0.058267,            0.037769,            0.010891,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059098,           0.0059098,           0.0059098
                  10,            0.057401,            0.036616,            0.010533,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054973,           0.0054973,           0.0054973
                  11,            0.056584,            0.035438,            0.010219,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050848,           0.0050848,           0.0050848
                  12,             0.05581,            0.034378,           0.0099424,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046723,           0.0046723,           0.0046723
                  13,            0.055141,            0.033381,           0.0096964,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042598,           0.0042598,           0.0042598
                  14,            0.054461,            0.032261,           0.0094787,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038472,           0.0038472,           0.0038472
                  15,            0.053774,            0.031135,           0.0092619,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0034347,           0.0034347,           0.0034347
                  16,            0.053081,            0.030091,           0.0090579,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030222,           0.0030222,           0.0030222
                  17,            0.052462,            0.029038,           0.0088729,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0026097,           0.0026097,           0.0026097
                  18,            0.051823,            0.027986,           0.0086846,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0021972,           0.0021972,           0.0021972
                  19,            0.051181,            0.026884,           0.0085069,              0.7588,             0.81718,             0.80416,             0.61241,            0.054932,            0.040104,            0.013887,           0.0017846,           0.0017846,           0.0017846
                   0,            0.074958,            0.051182,            0.051597,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.079571,           0.0035966,           0.0035966
                   1,            0.060475,            0.044559,            0.036705,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.04468,           0.0068737,           0.0068737
                   2,            0.057058,            0.042295,            0.025157,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0097979,           0.0097979,           0.0097979
                   3,            0.052763,            0.039699,             0.01743,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0097979,           0.0097979,           0.0097979
                   4,            0.049113,            0.037157,            0.013558,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0093168,           0.0093168,           0.0093168
                   5,            0.046912,            0.035382,            0.011226,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0088357,           0.0088357,           0.0088357
                   6,            0.045285,            0.033897,           0.0099195,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0083547,           0.0083547,           0.0083547
                   7,             0.04395,            0.032628,            0.009028,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0078736,           0.0078736,           0.0078736
                   8,            0.042794,            0.031463,            0.008413,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0073925,           0.0073925,           0.0073925
                   9,            0.041805,            0.030391,           0.0079543,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069114,           0.0069114,           0.0069114
                  10,            0.040905,            0.029352,           0.0075656,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0064304,           0.0064304,           0.0064304
                  11,            0.040103,            0.028333,           0.0072512,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059493,           0.0059493,           0.0059493
                  12,            0.039297,             0.02735,           0.0069743,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054682,           0.0054682,           0.0054682
                  13,            0.038544,            0.026406,           0.0067243,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049872,           0.0049872,           0.0049872
                  14,            0.037848,            0.025453,           0.0064951,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0045061,           0.0045061,           0.0045061
                  15,            0.037156,            0.024536,           0.0062891,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004025,            0.004025,            0.004025
                  16,            0.036446,            0.023597,           0.0060818,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003544,            0.003544,            0.003544
                  17,            0.035762,            0.022613,           0.0058936,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030629,           0.0030629,           0.0030629
                  18,            0.035098,              0.0217,           0.0057084,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0025818,           0.0025818,           0.0025818
                  19,            0.034453,            0.020737,           0.0055291,             0.75293,             0.81913,             0.80176,             0.61555,            0.038538,            0.033055,            0.010203,           0.0021008,           0.0021008,           0.0021008
                   0,            0.058611,            0.050742,            0.072436,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.070018,           0.0033314,           0.0033314
                   1,            0.049541,            0.046719,            0.045842,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.039711,           0.0063582,           0.0063582
                   2,            0.048569,            0.045401,            0.029046,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0090981,           0.0090784,           0.0090784
                   3,            0.044919,             0.04355,            0.020661,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0086202,           0.0086202,           0.0086202
                   4,             0.04208,            0.041749,             0.01689,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0086202,           0.0086202,           0.0086202
                   5,            0.039924,             0.04003,            0.014929,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0081603,           0.0081603,           0.0081603
                   6,            0.038318,             0.03841,            0.013779,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0077004,           0.0077004,           0.0077004
